u,v,length,elevation_gain,elevation_loss,slope_percent,grade_abs,highway,geometry
1829603484,1829603297,103.76530828686032,0.0,2.0,-1.927426452076814,0.01927426452076814,residential,"LINESTRING (76.9903171 11.0796468, 76.990385 11.0791762, 76.9904391 11.0787214)"
1829603486,1829603404,80.1158377083876,0.0,-0.0,0.0,0.0,residential,"LINESTRING (76.9907095 11.0755885, 76.9907339 11.0763086)"
1829603486,1829603282,358.4503231711054,1.0,0.0,0.2789786855688375,0.002789786855688375,residential,"LINESTRING (76.9907095 11.0755885, 76.9894703 11.0754385, 76.9874533 11.0751647)"
1829603486,5665235269,426.4158956258633,0.0,-0.0,0.0,0.0,residential,"LINESTRING (76.9907095 11.0755885, 76.9906873 11.0748407, 76.9875806 11.0743586)"
5665235269,1829603282,90.70442389254984,1.0,0.0,1.1024820588515272,0.011024820588515272,residential,"LINESTRING (76.9875806 11.0743586, 76.9874533 11.0751647)"
5665235269,1829603486,426.4158956258633,0.0,-0.0,0.0,0.0,residential,"LINESTRING (76.9875806 11.0743586, 76.9906873 11.0748407, 76.9907095 11.0755885)"
9239461445,1829603480,20.836413728219537,1.0,0.0,4.799290381941603,0.04799290381941603,residential,"LINESTRING (76.9873871 11.0756787, 76.9873631 11.0758646)"
9239461445,1829603282,57.60900379520336,0.0,0.9999999999999999,-1.7358397717741163,0.017358397717741163,residential,"LINESTRING (76.9873871 11.0756787, 76.9874533 11.0751647)"
9847700639,1829603386,11.850716522311304,1.0,0.0,8.438308334498622,0.08438308334498622,residential,"LINESTRING (76.9868821 11.0805319, 76.9867735 11.0805316)"
12760154365,12760154366,61.93455263816481,0.0,1.0,-1.6146076098138926,0.016146076098138926,footway,"LINESTRING (76.9895135 11.0785887, 76.9894362 11.0791405)"
12760154365,1829603297,102.07779428042498,0.0,3.0,-2.9389349771395845,0.029389349771395845,residential,"LINESTRING (76.9895135 11.0785887, 76.9895603 11.0785943, 76.9904391 11.0787214)"
12760154365,1829603301,107.43645678627833,0.0,2.0,-1.8615654870102138,0.01861565487010214,residential,"LINESTRING (76.9895135 11.0785887, 76.9894813 11.0785848, 76.9885362 11.0784717)"
12760154366,12760154365,61.93455263816481,1.0,0.0,1.6146076098138926,0.016146076098138926,footway,"LINESTRING (76.9894362 11.0791405, 76.9895135 11.0785887)"
12760154366,1829603459,91.24271098993776,0.0,-0.0,0.0,0.0,footway,"LINESTRING (76.9894362 11.0791405, 76.9893945 11.0791466, 76.9893552 11.0791595, 76.989323 11.0791813, 76.9893057 11.0791979, 76.9892885 11.07921, 76.9892683 11.0792509, 76.9892574 11.079291, 76.9892614 11.0793375, 76.9892723 11.0793802, 76.9893124 11.0794368, 76.9893367 11.0794565, 76.9893594 11.0794686, 76.9893233 11.0795183, 76.9893134 11.0795575, 76.9893193 11.0795839, 76.9893353 11.0796073, 76.9893643 11.0796259, 76.9893947 11.0796324, 76.9894288 11.0796254, 76.9894582 11.0796078, 76.9894768 11.0795789, 76.989483 11.0795501)"
12760154366,1829603459,63.59479894366101,0.0,-0.0,0.0,0.0,footway,"LINESTRING (76.9894362 11.0791405, 76.9894823 11.0791549, 76.9895292 11.0791814, 76.9895509 11.0791969, 76.9895649 11.0792169, 76.9895899 11.0792554, 76.9895951 11.0792812, 76.989598 11.0793084, 76.9895907 11.0793541, 76.9895725 11.0793983, 76.9895555 11.0794197, 76.9895307 11.0794456, 76.9894928 11.0794643, 76.9894518 11.0794784, 76.989478 11.0795137, 76.9894834 11.0795429, 76.989483 11.0795501)"
